record_id,date_and_time,notificationtype,notification_title,email_body,timestamp
8936,2017-05-29T15:00:00.000,zINAC * Aerial (Fly-Over),Planned Flyover - Horizon Helicopter -  5/30 (MN),"Notification issued 5/29/17 at 3:00 PM. A helicopter flyover is scheduled to occur over Midtown Manhattan on 5/30 between approximately 9:00 AM and 11:00 AM. The activity will consist of one helicopter flying at low altitudes to conduct aerial photography. In case of inclement weather, the flyover will occur on 5/31.",2017-05-29 15:00:00
8961,2017-05-29T08:00:00.000,zINAC * Environmental,CSO Advisory (CW),"The following Combined Sewer Overflows are reported as of 5/29/17 at 7:02 AM  Rainfall at DEP and NOAA rain gauges over the past 24 hours in inches:  Jamaica Bay 0.16 inches  LaGuardia Airport 0.07 inches  Central Park 0.07 inches    List of Advisories  Bergen Basin On advisory until 5/29/2017 6:00 PM  Thurston Basin On advisory until 5/29/2017 6:00 PM  Current CSO advisories: 2    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK.",2017-05-29 08:00:00
8960,2017-05-29T07:30:00.000,Weather,Coastal Flood Statement  - 5/29 (BK/S QN/SI),"Notification issued 5/29/17 at 7:30 AM. The National Weather Service has issued a Coastal Flood Statement for Southern Queens, Brooklyn, and Staten Island today, 5/29 from 11:00 PM until tomorrow, 5/30 at 4:00 AM. The affected area includes the south shore back bays of New York City.  Tidal departures of 1 to 1.5 ft feet above normal are expected.    During a Coastal Flood Statement, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-29 07:30:00
8959,2017-05-29T05:15:00.000,Transportation,Road Reopened - FDR Drive at Grand Street (MN),"Notification issued 5/29/17 at 5:15 AM. Following a prior closure, all lanes of the southbound FDR Drive have reopened at Grand Street in Manhattan. Expect residual delays.",2017-05-29 05:15:00
8958,2017-05-29T04:47:00.000,Transportation,Road Closure - FDR Drive at Grand Street (MN),"Notification issued 5/29/17 at 4:45 AM. Due to a vehicle collision, all lanes of the southbound FDR Drive are closed at Grand Street in Manhattan. Consider alternate routes and allow for additional travel time.",2017-05-29 04:47:00
8930,2017-05-28T15:00:00.000,Planned Events,Fleet Week 2017 - Various Demonstrations - Citi Field & Hudson River (MN/QN),"Notification issued 5/28/17 at 3:00 PM. In conjunction with Fleet Week 2016, various military flyover activities will take place tomorrow, May 29th.     At 11:00 AM, four F-18 aircraft will conduct a flyover over the Hudson River. The aircraft will fly northbound at altitudes between 1,800 to 3,500 feet.     At approximately 3:50 PM, U.S. Navy Leap Frogs will conduct a parachute jump into Citi Field in Queens, prior to the NY Mets Game.    For more info, please visit www.fleetweeknewyork.com.",2017-05-28 15:00:00
8957,2017-05-28T08:45:00.000,Transportation,Traffic Delays - FDR Drive & East 61st Street (MN),"Notification issued 5/28/17 at 8:45 AM. Due to a motor vehicle collision, expect extensive traffic delays on the southbound FDR Drive at East 61st Street in Manhattan. Consider alternate routes and allow for additional travel time.",2017-05-28 08:45:00
8954,2017-05-28T08:32:00.000,Transportation,Road Reopened - Cross Bronx Expressway (BX),"Notification issued 5/28/17 at 8:32 AM. Following a prior closure, all Manhattan-bound lanes of the Cross Bronx Expressway have reopened at Castle Hill Avenue in The Bronx. Expect residual delays.",2017-05-28 08:32:00
8955,2017-05-28T08:15:00.000,Weather,Coastal Flood Statement - 5/28 (SI),"Notification issued 5/28/17 at 8:15 AM. The National Weather Service has issued a Coastal Flood Statement for Staten Island which is in effect from 10:00 PM tonight until 3:00 AM tomorrow morning, 5/29. The affected area includes the low-lying coastal areas of Staten Island, the Arthur Kill, and the Kill Van Kull. Tidal departures around 1 foot above normal are expected.    During a Coastal Flood Statement, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-28 08:15:00
8956,2017-05-28T08:15:00.000,Weather,Coastal Flood Advisory - 5/28 (BK/QN),"Notification issued 5/28/17 at 8:15 AM. The National Weather Service has issued a Coastal Flood Advisory for Brooklyn and southern Queens from 10:00 PM tonight to 3:00 AM tomorrow morning, 5/29. The affected area includes the shores of Jamaica Bay. Tidal departures around 1 foot above normal are expected.    During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-28 08:15:00
8953,2017-05-28T05:22:00.000,Mass Transit Restoration,Mass Transit Restoration - F Train (MN),"Notification issued 5/28/17 at 5:22 AM. Following a prior suspension, normal service has resumed on the F train in both directions. Expect residual delays.",2017-05-28 05:22:00
8952,2017-05-28T02:56:00.000,Transportation,Road Closure - Cross Bronx Expressway  (BX),"Notification issued 5/28/17 at 2:56 AM. Due to a motor vehicle collision, all lanes of the Cross Bronx Expressway are closed in the Manhattan-bound direction at Castle Hill Avenue in The Bronx. Consider alternate routes and allow for additional travel time.",2017-05-28 02:56:00
8951,2017-05-28T02:46:00.000,Local Mass Transit,Mass Transit Disruption - F Train (MN),"Notification issued 5/28/17 at 2:46 AM. Due to a loss of power, F trains are not making stops at Roosevelt Island in both directions. Consider alternate routes and allow for additional travel time. For more information, please visit www.mta.info.",2017-05-28 02:46:00
8950,2017-05-28T00:02:00.000,Utility,Power Outage - Middle Village (QN),"Notification issued 5/28/17 at 12:00 AM. Con Edison is responding to a power outage in the Middle Village section of Queens, including ZIP codes 11378 and 11373. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.    If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",2017-05-28 00:02:00
8931,2017-05-27T15:00:00.000,Planned Events,Fleet Week 2017 - Parachute Jump & SAR Demonstration at Liberty State Park (NJ),"Notification issued 5/27/17 at 3:00 PM. In conjunction with Fleet Week 2017, tomorrow, May 28th at 12PM, U.S. Navy Leap Frogs will conduct a practice parachute jump and U.S. Coast Guard will perform a search and rescue demonstration at Liberty State Park in Jersey City, NJ. The activity may be visible from parts of NYC.    For more info, please visit www.fleetweeknewyork.com.",2017-05-27 15:00:00
8945,2017-05-27T10:00:00.000,Weather,Coastal Flood Advisory - 5/27 (BK/SI/ Southern QN),"Notification issued 5/27/17 at 10:00 AM. The National Weather Service has issued Coastal Flood Advisories for Brooklyn, Staten Island and Southern Queens which are in effect from 9:00 PM today, 5/27 to 2:00 AM tomorrow, 5/28. The affected areas include the south shore of Staten Island, the south shore bays of western Long Island, Queens, and Brooklyn, including the Atlantic Ocean beaches. Tidal departures are expected to be 1 foot above normal in Brooklyn and Staten Island and 1-1.5 feet above normal in southern Queens.    During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-27 10:00:00
8949,2017-05-27T08:00:00.000,zINAC * Environmental,CSO Advisory (CW),"The following Combined Sewer Overflows are reported as of 5/27/17 at 7:02 AM  Rainfall at DEP and NOAA rain gauges over the past 24 hours in inches:  Jamaica Bay 0.02 inches  LaGuardia Airport 0.02 inches  Central Park 0.04 inches    List of Advisories  Gowanus Canal On advisory until 5/28/2017 6:51 AM  Newtown Creek On advisory until 5/27/2017 6:58 PM  Current CSO advisories: 2    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK.",2017-05-27 08:00:00
8948,2017-05-27T06:15:00.000,Missing Person,Silver Alert - Efrain Rivera M/H/75 (CW),"Silver Alert issued 5/27/17 at 6:10 AM.    A Silver Alert has been issued for Efrain Rivera, a 75-year-old Hispanic male from Humboldt Street and Maujer Street in Brooklyn.     Description: 5'8' tall, 170lbs, with a thin build, medium complexion. He was last seen wearing a black blazer, dark blue fedora hat, black pants and a white shirt.      Last Seen: Mr. Rivera was last seen at Bellevue Hospital 12:47 PM on 5/26.     Photo: http://i.imgur.com/osA83n1.jpg    If you see Mr. Rivera, please call 9-1-1.",2017-05-27 06:15:00
8947,2017-05-26T23:48:00.000,Missing Person,Missing Vulnerable Adult - John Gallagher M/W/82 (CW),"Alert issued 5/27/17 at 12:29 AM.    A Missing Vulnerable Adult Alert has been issued for John Gallagher, an 82-year-old white male from Halesite, NY. He has dementia and may be in need of medical attention.    Description: 6'0' tall, 125lbs, with white hair and brown eyes. He was last seen wearing blue jeans, a blue crew neck sweater and white sneakers.    Last Seen: He was last seen at his residence in Halesite, NY at approximately 3:30PM on 5/26.    Vehicle: Mr. Gallagher was driving a white 2010 Lexus RX350 with NY registration GVD-7260.    Photo: http://i.imgur.com/KFezkOL.jpg    If you see Mr. Gallagher, please call the Suffolk County Police Department Headquarters at (631) 854-8200 or call 9-1-1.",2017-05-26 23:48:00
8946,2017-05-26T20:10:00.000,Missing Person,Silver Alert - Helen Buraczewska F/W/85 (CW),"Silver Alert issued 5/26/17 at 8:10 PM.    A Silver Alert has been issued for Helen Buraczewska, an 85-year-old white female from West 40th Street and 8th Avenue in Manhattan. The missing has dementia and may be in need of medical attention.    Description: 5'6' tall, 150lbs, with gray hair. Wearing a pink shirt, blue jeans, a blue cardigan, and blue sneakers.    Last Seen: West 40th Street and 8th Avenue, MN at approximately 4:00 PM on 5/26.    Photo: http://i.imgur.com/qTxHdXu.png.    If you see the missing person, please call 9-1-1.",2017-05-26 20:10:00
8929,2017-05-26T15:00:00.000,Planned Events,Fleet Week 2017 - SAR Demonstration - Homeport Pier (SI),"Notification issued 5/26/16 at 3:00 PM. In conjunction with Fleet Week 2017, the U.S Coast Guard will conduct a search & rescue demonstration over Homeport Pier in Staten Island, tomorrow, May 27th at 12:00 PM. Weather permitting, the demonstration will consist of one swimmer exiting a U.S. Coast Guard helicopter to perform a rescue demonstration.    For more info, please visit www.fleetweeknewyork.com.",2017-05-26 15:00:00
8944,2017-05-26T14:30:00.000,Weather,UPDATE: Coastal Flood Advisory - 5/26 (South QN),"Notification issued 5/26/17 at 2:30 PM. The National Weather Service has extended the Coastal Flood Advisory for Southern Queens to now be in effect from 8:00PM tonight to 1:00AM tomorrow morning, 5/27. The affected area includes the south shore bays of Western Long Island and Queens, including the Atlantic Ocean beaches. Tidal departures of 0.5-1 foot above normal are expected.    During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or waterfront properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-26 14:30:00
8902,2017-05-26T12:00:00.000,zINAC * Aerial (Fly-Over),Planned Flyover - USAF Thunderbirds - Jones Beach Airshow 5/27 & 5/28 (LI),"Notification issued 5/26/17 at 12:00 PM. On Saturday, 5/27 and Sunday, 5/28 the United States Air Force Thunderbirds will be conducting a flyover in support of the Jones Beach Airshow. The activity is scheduled to take place in the vicinity of Jones Beach in Long Island between 12:00 PM and 5:00 PM.",2017-05-26 12:00:00
8942,2017-05-26T09:15:00.000,Weather,Coastal Flood Advisory - 5/26 (S QN),"Notification issued 5/26/17 at 9:15 AM. The National Weather Service has issued a Coastal Flood Advisory for Southern Queens today, 5/26 from 8:00PM - 11:00 PM. The affected area includes the South Shore Bays of Western Long Island and New York City. Tidal departures of 1/2 - 1 foot above normal are expected.    During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-26 09:15:00
8941,2017-05-26T09:00:00.000,Weather,Coastal Flood Statement - 5/26 (BK/ SI),"Notification issued 5/26/17 at 9:00 AM. The National Weather Service has issued a Coastal Flood Statement for Staten Island and Brooklyn on 5/26 from until 11:00 PM. The affected area includes the South Shore Bays of New York City, Lower New York Harbor and The Arthur Kill. Tidal departures of 1/2 a foot above normal are expected.    During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-26 09:00:00
8943,2017-05-26T08:00:00.000,zINAC * Environmental,CSO Advisory (CW),"The following Combined Sewer Overflows are reported as of 5/26/17 at 7:02 AM  Rainfall at DEP and NOAA rain gauges over the past 24 hours in inches:  Jamaica Bay 0.69 inches  LaGuardia Airport 0.95 inches  Central Park 0.64 inches    List of Advisories  Bergen Basin On advisory until 5/27/2017 6:00 AM  Bronx River On advisory until 5/26/2017 6:51 PM  Flushing Bay On advisory until 5/26/2017 6:51 PM  Flushing Creek On advisory until 5/26/2017 6:51 PM  Gowanus Canal On advisory until 5/28/2017 6:51 AM  Hutchinson River On advisory until 5/26/2017 6:51 PM  Newtown Creek On advisory until 5/27/2017 6:51 PM  Thurston Basin On advisory until 5/27/2017 6:00 AM  Westchester Creek On advisory until 5/27/2017 6:51 AM  Current CSO advisories: 9    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK.",2017-05-26 08:00:00
8940,2017-05-26T03:45:00.000,Transportation,Road Reopened - Cross Island Parkway (QN),"Notification issued 5/26/17 at 3:44 AM. Following a prior closure, all lanes of Cross Island Parkway have reopened at the Grand Central Parkway in Queens. Expect residual delays.",2017-05-26 03:45:00
8939,2017-05-26T02:28:00.000,Transportation,Road Closure - Cross Island Parkway (QN),"Notification issued 5/26/17 at 2:28 AM. Due to tree removal, all lanes of the Cross Island Parkway are closed in the Bronx bound direction at the Grand Central Parkway in Queens. Consider alternate routes and allow for additional travel time.",2017-05-26 02:28:00
8938,2017-05-25T19:22:00.000,Missing Person,Missing Vulnerable Adult -  Jacques Magloire - M/B/79 (CW),"Alert issued 5/25/17 at 7:22 PM.    A Missing Vulnerable Adult Alert has been issued for Jacques Magloire, a 79-year-old black male from Valley Stream, NY. He has dementia and may be in need of medical attention.     Description: 5'4' tall, 120lbs, with a bald head and brown eyes. Wearing blue jeans, a white t-shirt, black jacket with a hood, brown baseball hat and black boots.     Last Seen: Near Dutch Broadway in Valley Stream, NY at approximately 8:30 AM on 5/25.    Photo: http://bit.ly/2s0Jjqr.     If you see Jacques Magloire, please call Nassau County Police Department 5th Precinct (516) 573-7347 or call 9-1-1.",2017-05-25 19:22:00
8935,2017-05-25T07:49:00.000,Mass Transit Restoration,Mass Transit Restoration - 7 Train (QN),"Notification issued 5/25/17 at 7:49 AM. Following a prior suspension, normal service has resumed on the 7 train in both directions. Expect residual delays.",2017-05-25 07:49:00
8933,2017-05-25T07:30:00.000,Weather,Coastal Flood Advisory 5/25 (BK/ Southern QN),"Notification issued 5/25/17 at 7:30 AM. The National Weather Service has upgraded the previously issued Coastal Flood Watch to a Coastal Flood Advisory for Brooklyn & Southern Queens today, 5/25, from 7:00 PM - 10:00 PM. The affected area includes the south shore bays of New York City and Lower New York Harbor. Tidal departures of 1-1.5 feet above normal are expected.    During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information and updates, please visit www.weather.gov/okx.",2017-05-25 07:30:00
8934,2017-05-25T07:08:00.000,Local Mass Transit,Mass Transit Disruption - 7 Train (QN),"Notification issued 5/25/17 at 7:08 AM. Due to NYPD activity, 7 train service is suspended between Flushing - Main and Queensboro Plaza in both directions. Consider alternate routes and allow for additional travel time. For more information, please visit www.mta.info.",2017-05-25 07:08:00
8932,2017-05-24T19:00:00.000,Weather,Coastal Flood Advisory - 5/25 (Citywide),"Notification issued 5/24/17 at 7:00 PM. The National Weather Service has issued the following advisories for New York City:  	Staten Island: Coastal Flood Advisory tomorrow, 5/25, from 7:00 PM  10:00 PM.  	Manhattan: Coastal Flood Advisory tomorrow, 5/25, from 7:00 PM -  1:00 AM Friday, 5/26.  	The Bronx & Northern Queens: Coastal Flood Advisory tomorrow, 5/25. from 10:00 PM -  1:00 AM Friday, 5/26.  	Brooklyn & Southern Queens: Coastal Flood Watch tomorrow, 5/25, from 7:00 PM  1:00 AM Friday, 5/26    The affected area includes the low lying coastal areas of New York City. Tidal departures of 1 - 2 feet above normal are expected. During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-24 19:00:00
8915,2017-05-24T15:00:00.000,Planned Events,Fleet Week 2017 - Practice Parachute Jump at Citi Field (QN),"Notification issued 5/24/16 at 3:00 PM. In conjunction with Fleet Week 2017, tomorrow, May 25th at 1:00 PM, U.S. Navy Leap Frogs will conduct a practice parachute jump at Citi Field in Queens.    For more info, please visit www.fleetweeknewyork.com.",2017-05-24 15:00:00
8895,2017-05-24T13:30:00.000,zINAC * Aerial (Fly-Over),Planned Flyover - Jones Beach - 5/25 (LI),"Notification issued 5/24/17 at 1:30 PM.On Thursday, 5/25 from 4:30 PM - 5:00 PM, seven F-16s  will be conducting a flyover survey in the vicinity of Jones Beach in Long Island.",2017-05-24 13:30:00
8928,2017-05-24T10:00:00.000,Weather,Coastal Flood Advisory - 5/24 (BK/Southern QN),"Notification issued 5/24/17 at 10:00 AM. The National Weather Service has issued a Coastal Flood Advisory for Brooklyn & Southern Queens today, 5/24 from 6:00 PM - 10:00 PM. The affected area includes the south shore bays of New York City. Tidal departures of 1 - 2 feet above normal are expected.    During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-24 10:00:00
8856,2017-05-24T00:37:00.000,Weather,Coastal Flood Statement - 5/24 (SI),"Notification issued 5/24/17 at 12:37 PM. The National Weather Service has issued a Coastal Flood Statement for Staten Island on 5/24 until 9:00PM. The affected area includes the shoreline coasts of Staten Island. Tidal departures of 1/2 feet above normal are expected.    During a Coastal Flood Advisory, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-05-24 00:37:00
8927,2017-05-23T17:05:00.000,zINAC * Fire,Three Alarm Fire - Linden Boulevard & East 53rd Street (BK),"Notification issued 5/23/17 at 5:05 PM. Emergency personnel are on the scene of a three alarm fire located at Linden Boulevard and East 53rd Street in Brooklyn. Expect smoke, traffic delays, and a presence of emergency personnel and vehicles in the area. The NYC Department of Health and Mental Hygiene advises avoiding smoke exposure from structural fires by closing windows while indoors and reducing outdoor activity where smoke is present. People with heart or breathing conditions such as asthma may be more sensitive and should seek immediate medical attention if they experience a worsening of their condition, shortness of breath, or chest pains.",2017-05-23 17:05:00
8896,2017-05-23T15:00:00.000,Transportation,Road Closure - Roosevelt Island Bridge - 5/24 (MN/QN),"Notification issued 5/23/17 at 3:00 PM. The NYC Department of Transportation Division of Bridges will conduct routine monthly testing of the Roosevelt Island Bridge. As a result, intermittent 15-minute closures will take place on Wednesday, May 24 from 10:00 a.m. until 2:00 p.m. More info: http://bit.ly/2qWBW75.",2017-05-23 15:00:00
8926,2017-05-23T13:00:00.000,Transportation,Planned Closure - RFK Bridge's Harlem River Lift Span - 5/24 (MN/QN),"Notification issued 5/23/17 at 1:00 PM. The Robert F. Kennedy Bridges Harlem River Lift Span will be closed on Wednesday, 5/24, between 12:01 AM and 5:00 AM for maintenance work. The intermittent, full closures will last approximately 20 minutes. Consider alternate routes and allow for additional travel time.",2017-05-23 13:00:00
8924,2017-05-23T08:00:00.000,zINAC * Environmental,CSO Advisory - 5/23 (CW),"The following Combined Sewer Overflows are reported as of 5/23/17 at 8:00 AM  Rainfall at DEP and NOAA rain gauges over the past 24 hours in inches:  Jamaica Bay 0.48 inches  LaGuardia Airport 0.53 inches  Central Park 0.46 inches    List of Advisories  Bergen Basin on advisory until 5/23/2017 6:00 PM  Gowanus Canal on advisory until 5/24/2017 6:51 AM  Newtown Creek on advisory until 5/23/2017 6:51 PM  Thurston Basin on advisory until 5/23/2017 6:00 PM  Westchester Creek on advisory until 5/23/2017 6:51 PM  Current CSO advisories: 5    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK.",2017-05-23 08:00:00
8925,2017-05-22T22:54:00.000,Transportation,Traffic Delays - West 51st and Broadway (MN),"Notification issued 5/22/17 at 10:50 PM. Due to an NYPD investigation, expect extensive traffic delays in the area of West 51st Street and Broadway in Manhattan. Consider alternate routes and allow for additional travel time.",2017-05-22 22:54:00
8911,2017-05-22T15:00:00.000,zINAC * Aerial (Fly-Over),Planned Flyover - Midtown Manhattan - 5/23 (MN),"Notification issued 5/22/17 at 3:00 PM. A gold and navy Bell-206 will fly over Midtown Manhattan tomorrow, 5/23, between 5:00 PM - 7:00 PM. The helicopter will fly at an altitude of approximately 1,000 feet for 30 minutes. In the case of inclement weather, the flyover will occur on either 5/24 or 5/25.",2017-05-22 15:00:00
8923,2017-05-22T13:00:00.000,Utility,Possible Natural Gas Odor - 5/23-5/24 - Flushing Avenue (BK),"Notification issued 5/22/17 at 1:00 PM. On Tuesday and Wednesday, 5/23 and 5/24, National Grid will be performing gas system construction work on Flushing Avenue between Classon Avenue and Navy Street in Brooklyn. This work will take place between 11:00 AM Tuesday, 5/23, and 3:00 PM Wednesday, 5/24. During this period of time, elevated natural gas odor may be experienced throughout the localized area. Please report natural gas emergencies to 9-1-1 if they occur.",2017-05-22 13:00:00
8921,2017-05-22T08:00:00.000,zINAC * Environmental,CSO Advisory - 5/22 (CW),"The following Combined Sewer Overflows are reported as of 5/22/17 at 8:00 AM  Rainfall at DEP and NOAA rain gauges over the past 24 hours in inches:  Jamaica Bay 0.01 inches  LaGuardia Airport 0.11 inches  Central Park 0.13 inches    List of Advisories  Newtown Creek on advisory until 5/22/2017 4:51 PM  Current CSO advisories: 1    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK.",2017-05-22 08:00:00
8922,2017-05-22T07:18:00.000,Utility,Power Outage - Laconia (BX),"Notification issued 5/22/17 at 7:18 AM. Con Edison is responding to a power outage in the Laconia section of The Bronx, including parts of ZIP codes 10467 and 10469. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.    If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",2017-05-22 07:18:00
8920,2017-05-22T04:21:00.000,Mass Transit Restoration,Mass Transit Restoration - J Train (MN),"Notification issued 5/22/17 at 4:21 AM. Following a prior suspension, normal service has resumed on the J train in both directions. Expect residual delays.",2017-05-22 04:21:00
8916,2017-05-22T03:59:00.000,Missing Person,Silver Alert - Radivoje Matovic - M/W/80 (CW),"Silver Alert issued 5/22/17 at 3:58 AM.    A Silver Alert has been issued for Radivoje Matovic, an 80-year-old white male from 68th Avenue & 60th Lane in Queens. The missing has schizophrenia and may be in need of medical attention.    Description: 5'4'' tall & 125lbs. Wearing white pants, gray shirt, and a white baseball cap.    Last Seen: 68th Ave & 60th Lane, Queens, at approximately 4:00 AM on 5/19.    Photo: http://bit.ly/2rHhiF7.    If you see the missing person, please call 9-1-1.",2017-05-22 03:59:00
8919,2017-05-22T03:49:00.000,Local Mass Transit,Mass Transit Disruption - J Train (MN),"Notification issued 5/22/17 at 3:49 AM. Due to signal problems, J train service is suspended in Manhattan between Chambers Street and Broad Street in both directions. Consider alternate routes and allow for additional travel time. For more information, please visit www.mta.info.",2017-05-22 03:49:00
8918,2017-05-22T01:13:00.000,Mass Transit Restoration,Mass Transit Restoration - E and F Train (QN),"Notification issued 5/22/17 at 1:13 AM. Following a prior suspension, normal service has resumed on the E and F trains in both directions. Expect residual delays.",2017-05-22 01:13:00
8917,2017-05-22T00:42:00.000,Local Mass Transit,Mass Transit Disruption - E and F Train (QN),"Notification issued 5/22/17 at 12:42 AM. Due to a rail condition, E train service is suspended in Queens between Queens Plaza and Jamaica Center-Parsons/Archer in both directions and F train service is suspended in Queens between 21 St-Queensbridge and Jamaica-179 St in both directions. The LIRR is cross-honoring NYC Transit MetroCard fares in both directions between Penn Station and Jamaica. Consider alternate routes and allow for additional travel time. For more information, please visit www.mta.info.",2017-05-22 00:42:00
8910,2017-05-21T07:39:00.000,Missing Person,Silver Alert - Julio Montalvo M/H/68 (CW),"Silver Alert issued 5/21/17 at 7:38 AM.     A Silver Alert has been issued for Julio Montalvo, a 68-year-old Hispanic male from the Crown Heights section of Brooklyn. The missing has dementia and may be in need of medical attention.    Description: 5'9' tall, 170lbs, partially bald and brown eyes. He was last seen wearing a plaid shirt, blue jeans, grey sneakers and a grey bucket hat.    Last Seen: Near East New York Avenue and Troy Avenue in Brooklyn on Thursday, 5/18, at 1:00 PM.    Photo: http://bit.ly/2qDWe3X.    If you see Julio Montalvo, please call 9-1-1.",2017-05-21 07:39:00
8914,2017-05-21T05:16:00.000,zINAC * Fire,Five Alarm Fire - Mill Road & Isernia Avenue (SI),"Notification issued 5/21/17 at 5:16 AM. Emergency personnel are on the scene of a five-alarm fire located at Mill Road and Isernia Avenue in Staten Island. Expect smoke, traffic delays, and a presence of emergency personnel and vehicles in the area. The NYC Department of Health and Mental Hygiene advises avoiding smoke exposure from structural fires by closing windows while indoors and reducing outdoor activity where smoke is present. People with heart or breathing conditions such as asthma may be more sensitive and should seek immediate medical attention if they experience a worsening of their condition, shortness of breath, or chest pains.",2017-05-21 05:16:00
8913,2017-05-21T04:42:00.000,zINAC * Fire,Three Alarm Fire -  Mill Road & Isernia Avenue (SI),"Notification issued 5/21/17 at 4:42 AM. Emergency personnel are on the scene of a three-alarm fire located at Mill Road and Isernia Avenue in Staten Island. Expect smoke, traffic delays, and a presence of emergency personnel and vehicles in the area. The NYC Department of Health and Mental Hygiene advises avoiding smoke exposure from structural fires by closing windows while indoors and reducing outdoor activity where smoke is present. People with heart or breathing conditions such as asthma may be more sensitive and should seek immediate medical attention if they experience a worsening of their condition, shortness of breath, or chest pains.",2017-05-21 04:42:00
8909,2017-05-20T15:00:00.000,zINAC * Aerial (Fly-Over),Planned Flyover - Midtown Manhattan - 5/21 (MN),"Notification issued 5/20/17 at 3:00 PM. A red, white, and blue Hughes 269C aircraft will fly over Midtown Manhattan tomorrow, 5/21, between 10:00 AM - 2:30 PM. The helicopter will fly at an altitude of approximately 1,500 feet for 25 minutes.",2017-05-20 15:00:00
8912,2017-05-20T08:39:00.000,Utility,Possible Natural Gas Odor - Floyd Bennett Field (BK),"Notification issued 5/20/17 at 8:35 AM. There will be a planned natural gas release at Floyd Bennett Field  today, 5/20, between 8:00 AM  5:00 PM. Please report natural gas emergencies to 9-1-1 if they occur.",2017-05-20 08:39:00
8867,2017-05-19T15:00:00.000,Transportation,Road Closures - NYRR Airbnb Brooklyn Half Marathon - 5/20 (BK),"Notification issued 5/19/17 at 3:00 PM. Multiple intermittent street closures will be in effect throughout Brooklyn tomorrow, Saturday, 5/20, from approximately 12:00 AM to 3:00 PM, in support of the New York Road Runners' Brooklyn Half Marathon. Expect road closures and traffic along the route, which begins near Prospect Park, ends near Coney Island, and includes sections of Washington Avenue, Eastern Parkway, Empire Boulevard, Flatbush Avenue, Grand Army Plaza, Ocean Avenue, Parkside Avenue, Ocean Parkway, Surf Avenue, and Stillwell Avenue.     Route details and maps are available at: http://bit.ly/1ugJtVt.",2017-05-19 15:00:00
